ClientCode,ProductCode,Date,Quantity,ExpectedDeliveryDate
C00072,VW000037335BRA,2026_14,1960,2026-04-02
C00072,VW447251BRA,2026_14,1400,2026-04-02
C00072,VW000024158,2026_14,320,2026-04-02
C00072,VW000035923BRA,2026_14,12740,2026-04-02
C00072,V1001MR035,2026_14,240,2026-04-02
C00072,VW000038990BRA,2026_14,3200,2026-04-02
C00072,VW000058808BRA,2026_14,5880,2026-04-02
C00072,VW000038990BRA,2026_15,4000,2026-04-10
C00072,V1001MR035,2026_15,80,2026-04-10
C00072,VW000024158,2026_15,80,2026-04-10
C00072,VW000035923BRA,2026_15,13020,2026-04-10
C00072,VW000058808BRA,2026_15,6300,2026-04-10
C00072,VW151616BRA,2026_15,1540,2026-04-10
C00072,V53343086BRA,2026_15,560,2026-04-10
C00072,VW447251BRA,2026_15,1400,2026-04-10
C00072,VW000037335BRA,2026_15,1680,2026-04-10
C00072,VW000058808BRA,2026_16,11340,2026-04-17
C00072,V1001MR035,2026_16,80,2026-04-17
C00072,VW000035923BRA,2026_16,23800,2026-04-17
C00072,VW000038990BRA,2026_16,3200,2026-04-17
C00072,VW151616BRA,2026_16,3080,2026-04-17
C00072,V53343086BRA,2026_16,980,2026-04-17
C00072,VW000037335BRA,2026_16,2240,2026-04-17
C00072,VW447251BRA,2026_16,2520,2026-04-17
C00072,VW000058808BRA,2026_17,6300,2026-04-24
C00072,VW000038990BRA,2026_17,3200,2026-04-24
C00072,V1001MR035,2026_17,80,2026-04-24
C00072,VW000035923BRA,2026_17,13440,2026-04-24
C00072,VW151616BRA,2026_17,1680,2026-04-24
C00072,V53343086BRA,2026_17,560,2026-04-24
C00072,VW000037335BRA,2026_17,1260,2026-04-24
C00072,VW447251BRA,2026_17,1400,2026-04-24
C00072,VW000058808BRA,2026_18,6300,2026-04-30
C00072,V1001MR035,2026_18,240,2026-04-30
C00072,VW000038990BRA,2026_18,4000,2026-04-30
C00072,VW000024158,2026_18,240,2026-04-30
C00072,VW000035923BRA,2026_18,13300,2026-04-30
C00072,VW151616BRA,2026_18,1680,2026-04-30
C00072,V53343086BRA,2026_18,560,2026-04-30
C00072,VW447251BRA,2026_18,1400,2026-04-30
C00072,VW000037335BRA,2026_18,1400,2026-04-30
C00072,VW000038990BRA,2026_19,3200,2026-05-08
C00072,V1001MR035,2026_19,160,2026-05-08
C00072,VW000037335BRA,2026_19,420,2026-05-08
C00072,VW000058808BRA,2026_20,6300,2026-05-15
C00072,VW000035923BRA,2026_20,13300,2026-05-15
C00072,V1001MR035,2026_20,160,2026-05-15
C00072,VW000038990BRA,2026_20,4000,2026-05-15
C00072,V53343086BRA,2026_20,700,2026-05-15
C00072,VW151616BRA,2026_20,1680,2026-05-15
C00072,VW000037335BRA,2026_20,2240,2026-05-15
C00072,VW447251BRA,2026_20,1540,2026-05-15
C00072,VW000058808BRA,2026_21,6300,2026-05-22
C00072,VW000035923BRA,2026_21,13300,2026-05-22
C00072,V1001MR035,2026_21,80,2026-05-22
C00072,VW000038990BRA,2026_21,4000,2026-05-22
C00072,V53343086BRA,2026_21,420,2026-05-22
C00072,VW151616BRA,2026_21,1820,2026-05-22
C00072,VW000037335BRA,2026_21,2240,2026-05-22
C00072,VW447251BRA,2026_21,1400,2026-05-22
C00072,VW000058808BRA,2026_22,6440,2026-05-29
C00072,VW000035923BRA,2026_22,13300,2026-05-29
C00072,VW000038990BRA,2026_22,3200,2026-05-29
C00072,V1001MR035,2026_22,80,2026-05-29
C00072,VW151616BRA,2026_22,1680,2026-05-29
C00072,V53343086BRA,2026_22,700,2026-05-29
C00072,VW447251BRA,2026_22,1400,2026-05-29
C00072,VW000037335BRA,2026_22,2380,2026-05-29
C00072,VW000058808BRA,2026_23,6300,2026-06-05
C00072,VW000024158,2026_23,240,2026-06-05
C00072,VW000035923BRA,2026_23,13300,2026-06-05
C00072,V1001MR035,2026_23,160,2026-06-05
C00072,VW000038990BRA,2026_23,4000,2026-06-05
C00072,VW447251BRA,2026_23,1400,2026-06-05
C00072,VW000037335BRA,2026_23,2100,2026-06-05
C00072,VW151616BRA,2026_23,1680,2026-06-05
C00072,V53343086BRA,2026_23,560,2026-06-05
C00072,VW000058808BRA,2026_24,6300,2026-06-12
C00072,VW000038990BRA,2026_24,3200,2026-06-12
C00072,VW000035923BRA,2026_24,13160,2026-06-12
C00072,VW447251BRA,2026_24,1400,2026-06-12
C00072,VW000037335BRA,2026_24,1960,2026-06-12
C00072,V53343086BRA,2026_24,560,2026-06-12
C00072,VW151616BRA,2026_24,1680,2026-06-12
C00072,VW000035923BRA,2026_25,23800,2026-06-19
C00072,VW000038990BRA,2026_25,3200,2026-06-19
C00072,VW000058808BRA,2026_25,11340,2026-06-19
C00072,VW447251BRA,2026_25,2520,2026-06-19
C00072,VW000037335BRA,2026_25,3080,2026-06-19
C00072,VW151616BRA,2026_25,2940,2026-06-19
C00072,V53343086BRA,2026_25,980,2026-06-19
C00072,VW000035923BRA,2026_26,13300,2026-06-26
C00072,VW000038990BRA,2026_26,4000,2026-06-26
C00072,VW000058808BRA,2026_26,6300,2026-06-26
C00072,VW447251BRA,2026_26,1540,2026-06-26
C00072,VW000037335BRA,2026_26,1820,2026-06-26
C00072,VW151616BRA,2026_26,1820,2026-06-26
C00072,V53343086BRA,2026_26,560,2026-06-26
C00072,V53343086BRA,2026_27,560,2026-07-03
C00072,VW151616BRA,2026_27,1680,2026-07-03
C00072,VW447251BRA,2026_27,1400,2026-07-03
C00072,VW000037335BRA,2026_27,1820,2026-07-03
C00072,VW000058808BRA,2026_27,6300,2026-07-03
C00072,VW000024158,2026_27,240,2026-07-03
C00072,VW000035923BRA,2026_27,13300,2026-07-03
C00072,VW000038990BRA,2026_27,3200,2026-07-03
C00072,VW000038990BRA,2026_28,4000,2026-07-10
C00072,VW000037335BRA,2026_28,420,2026-07-10
C00072,VW000035923BRA,2026_29,13300,2026-07-17
C00072,VW000038990BRA,2026_29,3200,2026-07-17
C00072,V1001MR035,2026_29,80,2026-07-17
C00072,VW000058808BRA,2026_29,6300,2026-07-17
C00072,V53343086BRA,2026_29,560,2026-07-17
C00072,VW151616BRA,2026_29,1680,2026-07-17
C00072,VW000037335BRA,2026_29,1680,2026-07-17
C00072,VW447251BRA,2026_29,1400,2026-07-17
C00072,VW000058808BRA,2026_30,11340,2026-07-24
C00072,VW000035923BRA,2026_30,23800,2026-07-24
C00072,VW000038990BRA,2026_30,3200,2026-07-24
C00072,VW151616BRA,2026_30,3080,2026-07-24
C00072,V53343086BRA,2026_30,980,2026-07-24
C00072,VW000037335BRA,2026_30,3080,2026-07-24
C00072,VW447251BRA,2026_30,2520,2026-07-24
C00072,VW000058808BRA,2026_31,6300,2026-07-31
C00072,VW000038990BRA,2026_31,4000,2026-07-31
C00072,V1001MR035,2026_31,80,2026-07-31
C00072,VW000024158,2026_31,240,2026-07-31
C00072,VW000035923BRA,2026_31,13300,2026-07-31
C00072,VW151616BRA,2026_31,1680,2026-07-31
C00072,V53343086BRA,2026_31,560,2026-07-31
C00072,VW000037335BRA,2026_31,1820,2026-07-31
C00072,VW447251BRA,2026_31,1400,2026-07-31
C00072,VW000035923BRA,2026_32,10640,2026-08-07
C00072,V1001MR035,2026_32,80,2026-08-07
C00072,VW000038990BRA,2026_32,3200,2026-08-07
C00072,VW000058808BRA,2026_32,5040,2026-08-07
C00072,VW151616BRA,2026_32,1260,2026-08-07
C00072,V53343086BRA,2026_32,420,2026-08-07
C00072,VW447251BRA,2026_32,1120,2026-08-07
C00072,VW000037335BRA,2026_32,1540,2026-08-07
C00072,V1001MR035,2026_33,80,2026-08-14
C00072,VW000038990BRA,2026_33,3200,2026-08-14
C00072,VW000035923BRA,2026_33,13160,2026-08-14
C00072,VW000058808BRA,2026_33,6300,2026-08-14
C00072,VW151616BRA,2026_33,1680,2026-08-14
C00072,V53343086BRA,2026_33,560,2026-08-14
C00072,VW447251BRA,2026_33,1400,2026-08-14
C00072,VW000037335BRA,2026_33,1960,2026-08-14
C00072,VW000035923BRA,2026_34,10500,2026-08-21
C00072,VW000038990BRA,2026_34,3200,2026-08-21
C00072,VW000058808BRA,2026_34,5040,2026-08-21
C00072,VW151616BRA,2026_34,1400,2026-08-21
C00072,V53343086BRA,2026_34,420,2026-08-21
C00072,VW447251BRA,2026_34,1120,2026-08-21
C00072,VW000037335BRA,2026_34,1400,2026-08-21
C00072,V1001MR035,2026_35,80,2026-08-28
C00072,VW000038990BRA,2026_35,3200,2026-08-28
C00072,VW000035923BRA,2026_35,13300,2026-08-28
C00072,VW000058808BRA,2026_35,6440,2026-08-28
C00072,VW151616BRA,2026_35,1680,2026-08-28
C00072,V53343086BRA,2026_35,560,2026-08-28
C00072,VW000037335BRA,2026_35,1960,2026-08-28
C00072,VW447251BRA,2026_35,1540,2026-08-28
C00072,VW000035923BRA,2026_36,12180,2026-09-04
C00072,VW000024158,2026_36,240,2026-09-04
C00072,VW000038990BRA,2026_36,4000,2026-09-04
C00072,V1001MR035,2026_36,240,2026-09-04
C00072,VW000058808BRA,2026_36,5740,2026-09-04
C00072,VW151616BRA,2026_36,1540,2026-09-04
C00072,V53343086BRA,2026_36,560,2026-09-04
C00072,VW000037335BRA,2026_36,1680,2026-09-04
C00072,VW447251BRA,2026_36,1260,2026-09-04
C00072,VW000038990BRA,2026_37,3200,2026-09-11
C00072,VW000035923BRA,2026_37,9660,2026-09-11
C00072,VW000058808BRA,2026_37,4620,2026-09-11
C00072,VW151616BRA,2026_37,1260,2026-09-11
C00072,V53343086BRA,2026_37,280,2026-09-11
C00072,VW447251BRA,2026_37,980,2026-09-11
C00072,VW000037335BRA,2026_37,1400,2026-09-11
C00072,VW000035923BRA,2026_38,12040,2026-09-18
C00072,VW000038990BRA,2026_38,2400,2026-09-18
C00072,V1001MR035,2026_38,80,2026-09-18
C00072,VW000058808BRA,2026_38,5740,2026-09-18
C00072,VW151616BRA,2026_38,1540,2026-09-18
C00072,V53343086BRA,2026_38,560,2026-09-18
C00072,VW000037335BRA,2026_38,1680,2026-09-18
C00072,VW447251BRA,2026_38,1260,2026-09-18
C00072,VW000038990BRA,2026_39,3200,2026-09-25
C00072,VW000035923BRA,2026_39,9660,2026-09-25
C00072,VW000058808BRA,2026_39,4620,2026-09-25
C00072,VW151616BRA,2026_39,1120,2026-09-25
C00072,V53343086BRA,2026_39,420,2026-09-25
C00072,VW447251BRA,2026_39,1120,2026-09-25
C00072,VW000037335BRA,2026_39,1400,2026-09-25
C00072,VW447251BRA,2026_40,980,2026-10-02
C00072,VW000037335BRA,2026_40,1260,2026-10-02
C00072,V53343086BRA,2026_40,420,2026-10-02
C00072,VW151616BRA,2026_40,1260,2026-10-02
C00072,VW000058808BRA,2026_40,4620,2026-10-02
C00072,VW000024158,2026_40,240,2026-10-02
C00072,VW000035923BRA,2026_40,9660,2026-10-02
C00072,VW000038990BRA,2026_40,3200,2026-10-02
C00072,VW000037335BRA,2026_41,1960,2026-10-09
C00072,VW447251BRA,2026_41,1400,2026-10-09
C00072,V53343086BRA,2026_41,560,2026-10-09
C00072,VW151616BRA,2026_41,1680,2026-10-09
C00072,VW000058808BRA,2026_41,6300,2026-10-09
C00072,V1001MR035,2026_41,160,2026-10-09
C00072,VW000035923BRA,2026_41,13300,2026-10-09
C00072,VW000038990BRA,2026_41,2400,2026-10-09
C00072,VW000037335BRA,2026_42,1960,2026-10-16
C00072,VW447251BRA,2026_42,1400,2026-10-16
C00072,VW151616BRA,2026_42,1680,2026-10-16
C00072,V53343086BRA,2026_42,560,2026-10-16
C00072,VW000058808BRA,2026_42,6300,2026-10-16
C00072,VW000038990BRA,2026_42,4000,2026-10-16
C00072,V1001MR035,2026_42,240,2026-10-16
C00072,VW000035923BRA,2026_42,13300,2026-10-16
C00072,VW000037335BRA,2026_43,1960,2026-10-23
C00072,VW447251BRA,2026_43,1400,2026-10-23
C00072,VW151616BRA,2026_43,1680,2026-10-23
C00072,V53343086BRA,2026_43,560,2026-10-23
C00072,VW000058808BRA,2026_43,6440,2026-10-23
C00072,VW000035923BRA,2026_43,13300,2026-10-23
C00072,V1001MR035,2026_43,160,2026-10-23
C00072,VW000038990BRA,2026_43,3200,2026-10-23
C00072,VW447251BRA,2026_44,1400,2026-10-30
C00072,VW000037335BRA,2026_44,2100,2026-10-30
C00072,VW151616BRA,2026_44,1680,2026-10-30
C00072,V53343086BRA,2026_44,560,2026-10-30
C00072,VW000058808BRA,2026_44,6300,2026-10-30
C00072,V1001MR035,2026_44,400,2026-10-30
C00072,VW000038990BRA,2026_44,8000,2026-10-30
C00072,VW000024158,2026_44,240,2026-10-30
C00072,VW000035923BRA,2026_44,13300,2026-10-30
C00072,VW000037335BRA,2026_46,1820,2026-11-13
C00072,VW447251BRA,2026_46,1400,2026-11-13
C00072,VW151616BRA,2026_46,1680,2026-11-13
C00072,V53343086BRA,2026_46,420,2026-11-13
C00072,VW000058808BRA,2026_46,6020,2026-11-13
C00072,VW000035923BRA,2026_46,12600,2026-11-13
C00072,V1001MR035,2026_46,80,2026-11-13
C00072,VW000038990BRA,2026_46,3200,2026-11-13
C00072,VW447251BRA,2026_47,1400,2026-11-19
C00072,VW000037335BRA,2026_47,1820,2026-11-19
C00072,VW151616BRA,2026_47,1540,2026-11-19
C00072,V53343086BRA,2026_47,560,2026-11-19
C00072,VW000058808BRA,2026_47,6020,2026-11-19
C00072,VW000038990BRA,2026_47,3200,2026-11-19
C00072,V1001MR035,2026_47,160,2026-11-19
C00072,VW000035923BRA,2026_47,12600,2026-11-19
C00072,VW000037335BRA,2026_48,1820,2026-11-27
C00072,VW447251BRA,2026_48,1260,2026-11-27
C00072,VW151616BRA,2026_48,1680,2026-11-27
C00072,V53343086BRA,2026_48,560,2026-11-27
C00072,VW000058808BRA,2026_48,5880,2026-11-27
C00072,VW000038990BRA,2026_48,4000,2026-11-27
C00072,VW000035923BRA,2026_48,12600,2026-11-27
C00072,VW000024158,2026_48,240,2026-11-27
C00072,V1001MR035,2026_48,80,2026-11-27
C00072,VW000037335BRA,2026_49,1680,2026-12-04
C00072,VW447251BRA,2026_49,1400,2026-12-04
C00072,VW151616BRA,2026_49,1540,2026-12-04
C00072,V53343086BRA,2026_49,560,2026-12-04
C00072,VW000058808BRA,2026_49,6160,2026-12-04
C00072,VW000035923BRA,2026_49,12600,2026-12-04
C00072,V1001MR035,2026_49,160,2026-12-04
C00072,VW000038990BRA,2026_49,3200,2026-12-04
C00072,VW447251BRA,2026_50,1400,2026-12-11
C00072,VW000037335BRA,2026_50,1960,2026-12-11
C00072,VW151616BRA,2026_50,1680,2026-12-11
C00072,V53343086BRA,2026_50,560,2026-12-11
C00072,VW000058808BRA,2026_50,6300,2026-12-11
C00072,VW000038990BRA,2026_50,4000,2026-12-11
C00072,VW000035923BRA,2026_50,13300,2026-12-11
C00072,VW447251BRA,2026_51,1400,2026-12-18
C00072,VW000037335BRA,2026_51,1960,2026-12-18
C00072,VW151616BRA,2026_51,1680,2026-12-18
C00072,V53343086BRA,2026_51,420,2026-12-18
C00072,VW000058808BRA,2026_51,6300,2026-12-18
C00072,VW000038990BRA,2026_51,3200,2026-12-18
C00072,VW000035923BRA,2026_51,13300,2026-12-18
C00072,VW447251BRA,2026_52,1400,2026-12-24
C00072,VW000037335BRA,2026_52,1680,2026-12-24
C00072,V53343086BRA,2026_52,560,2026-12-24
C00072,VW151616BRA,2026_52,1680,2026-12-24
C00072,VW000058808BRA,2026_52,6300,2026-12-24
C00072,VW000035923BRA,2026_52,13300,2026-12-24
C00072,VW000038990BRA,2026_52,4000,2026-12-24
C00072,VW000037335BRA,2026_53,3220,2026-12-31
C00072,VW447251BRA,2026_53,2660,2026-12-31
C00072,VW151616BRA,2026_53,3080,2026-12-31
C00072,V53343086BRA,2026_53,980,2026-12-31
C00072,VW000058808BRA,2026_53,11480,2026-12-31
C00072,VW000038990BRA,2026_53,3200,2026-12-31
C00072,VW000035923BRA,2026_53,23800,2026-12-31
C00072,VW000024158,2026_53,240,2026-12-31
C00250,VW000079619POL,2025_25,1600,2025-06-16
C00250,VW000079423POL,2025_25,8000,2025-06-16
C00250,VW000066590POL,2025_25,560,2025-06-16
C00250,VW000095903POL,2025_25,1288,2025-06-16
C00250,VW000074561POL,2025_25,3360,2025-06-16
C00250,VW447832POL,2025_25,3680,2025-06-16
C00125,VW000023134,2025_38,175,2025-09-15
C00125,VW000023134,2025_41,175,2025-10-06
C00125,V471.553D,2025_41,5600,2025-10-06
C00125,V469.917D,2025_45,175,2025-11-03
C00125,V470.914D,2025_46,175,2025-11-10
C00125,V473801,2025_48,10000,2025-11-24
C00125,VW000023134,2025_48,175,2025-11-24
C00125,V471.553D,2025_48,5600,2025-11-24
C00125,VW000023134,2026_3,175,2026-01-12
C00125,V471.553D,2026_4,5600,2026-01-19
C00125,VW000023134,2026_7,175,2026-02-09
C00125,V471.346D,2026_7,5600,2026-02-09
C00125,V471.553D,2026_8,5600,2026-02-16
C00125,VW000023134,2026_10,175,2026-03-02
C00125,V471.553D,2026_14,5600,2026-03-30
C00125,VW000023134,2026_19,175,2026-05-04
C00125,V473801,2026_20,10000,2026-05-11
C00125,V471.553D,2026_20,5600,2026-05-11
C00125,V471.553D,2026_24,5600,2026-06-08
C00125,V469.917D,2026_28,175,2026-07-06
C00125,VW000023134,2026_28,175,2026-07-06
C00125,VW000023134,2026_32,175,2026-08-03
C00125,V471.553D,2026_32,5600,2026-08-03
C00125,VW000023134,2026_37,175,2026-09-07
C00125,V471.553D,2026_37,5600,2026-09-07
C00125,V473801,2026_45,10000,2026-11-02
C00125,VW000023134,2026_45,175,2026-11-02
C00125,V471.553D,2026_45,5600,2026-11-02
C00250,VW000051919POL,2025_25,7840,2025-06-16
C00132,VW000020607,2025_38,800,2025-09-17
C00250,VW262948POL,2025_25,840,2025-06-16
C00303,VW000085272SLP,2025_25,1848,2025-06-16
C00303,VW000092467SLP,2025_25,25760,2025-06-16
C00303,VW000040372SLP,2025_25,5376,2025-06-16
C00303,VW000052297SLP,2025_25,1344,2025-06-16
C00303,VW000026780SLP,2025_25,1680,2025-06-16
C00303,VW447832SLP,2025_25,2880,2025-06-16
C00303,VW000037397SLP,2025_25,10400,2025-06-16
C00303,VW000079423SLP,2025_25,4200,2025-06-16
C00303,VW000065106SLP,2025_25,2688,2025-06-16
C00303,VW347551SLP,2025_25,5280,2025-06-16
C00303,VW000095163SLP,2025_25,1760,2025-06-16
C00410,V420291,2025_25,21888,2025-06-17
C00410,V420290,2025_25,4864,2025-06-17
C00410,V420284,2025_25,57600,2025-06-17
C00424,V0TA.901.287,2025_25,42,2025-06-17
C00018,VW000038990,2025_26,4800,2025-06-23
C00018,V53343106,2025_26,6615,2025-06-23
C00018,VW000026780,2025_26,605,2025-06-23
C00018,VW000037335,2025_26,256,2025-06-23
C00018,V53342836,2025_26,882,2025-06-23
C00018,V53342296,2025_26,800,2025-06-23
C00018,VW000035924,2025_26,12462,2025-06-23
C00018,VW000097898,2025_26,12391,2025-06-23
C00018,VW000035923,2025_26,208,2025-06-23
C00018,VW000051918,2025_26,2901,2025-06-23
C00018,VW000037397,2025_26,2751,2025-06-23
C00018,VW000058808,2025_26,571,2025-06-23
C00018,V53342636,2025_26,1764,2025-06-23
C00018,VW000095903,2025_26,7128,2025-06-23
C00018,VW000092467,2025_26,3872,2025-06-23
C00018,VW151616,2025_26,17600,2025-06-23
C00018,VW000054852,2025_26,24000,2025-06-23
C00018,VW000065335,2025_26,600,2025-06-23
C00018,V53512215,2025_26,200,2025-06-23
C00072,VW000035923BRA,2025_26,13580,2025-06-27
C00072,VW000038990BRA,2025_26,3200,2025-06-27
C00072,V1001MR035,2025_26,160,2025-06-27
C00072,VW000058808BRA,2025_26,6160,2025-06-27
C00072,VW447251BRA,2025_26,1400,2025-06-27
C00072,VW000037335BRA,2025_26,1680,2025-06-27
C00072,V53343086BRA,2025_26,560,2025-06-27
C00072,VW151616BRA,2025_26,1680,2025-06-27
C00250,VW000026833POL,2025_26,280,2025-06-23
C00250,VW000066590POL,2025_26,280,2025-06-23
C00250,VW000074561POL,2025_26,3080,2025-06-23
C00250,VW000095903POL,2025_26,1104,2025-06-23
C00250,VW000051919POL,2025_26,8120,2025-06-23
C00250,VW447832POL,2025_26,3128,2025-06-23
C00250,VW000026780POL,2025_26,336,2025-06-23
C00250,VW000097898POL,2025_26,5520,2025-06-23
C00250,VW000026834POL,2025_26,280,2025-06-23
C00250,VW000079619POL,2025_26,800,2025-06-23
C00250,VW000037397POL,2025_26,30400,2025-06-23
C00250,VW000079423POL,2025_26,7200,2025-06-23
C00250,VW000040372POL,2025_26,3920,2025-06-23
C00250,VW000037091POL,2025_26,280,2025-06-23
C00250,VW000038990POL,2025_26,6400,2025-06-23
C00250,VW347551POL,2025_26,2800,2025-06-23
C00250,VW000072687POL,2025_26,6440,2025-06-23
C00250,VW241391POL,2025_26,4800,2025-06-23
C00250,VW284514POL,2025_26,1120,2025-06-23
C00250,VW256713POL,2025_26,1800,2025-06-23
C00250,VW000068615POL,2025_26,2184,2025-06-23
C00250,VW000095163POL,2025_26,13616,2025-06-23
C00250,VW000022745POL,2025_26,168,2025-06-23
C00250,VW000092467POL,2025_26,4624,2025-06-23
C00303,VW347551SLP,2025_26,4320,2025-06-23
C00303,VW000095163SLP,2025_26,1920,2025-06-23
C00303,VW000065106SLP,2025_26,2352,2025-06-23
C00303,VW000079423SLP,2025_26,4200,2025-06-23
C00303,VW000037397SLP,2025_26,8800,2025-06-23
C00303,VW447832SLP,2025_26,2720,2025-06-23
C00303,VW000026780SLP,2025_26,1008,2025-06-23
C00303,VW000052297SLP,2025_26,1512,2025-06-23
C00303,VW000092467SLP,2025_26,22720,2025-06-23
C00303,VW000040372SLP,2025_26,4536,2025-06-23
C00303,VW000085272SLP,2025_26,1344,2025-06-23
C00410,V420284,2025_26,54000,2025-06-24
C00410,V420290,2025_26,2432,2025-06-24
C00410,V420291,2025_26,26752,2025-06-24
C00018,V53342636,2025_27,1764,2025-06-30
C00018,VW000051918,2025_27,3515,2025-06-30
C00018,VW000095903,2025_27,7128,2025-06-30
C00018,V53342696,2025_27,441,2025-06-30
C00018,VW000058808,2025_27,638,2025-06-30
C00018,VW000037397,2025_27,2620,2025-06-30
C00018,VW151616,2025_27,19200,2025-06-30
C00018,VW000092467,2025_27,3266,2025-06-30
C00018,VW000068615,2025_27,337,2025-06-30
C00018,VW000065335,2025_27,960,2025-06-30
C00018,V53512215,2025_27,320,2025-06-30
C00018,VW000054852,2025_27,26400,2025-06-30
C00018,VW000097898,2025_27,11500,2025-06-30
C00018,VW000035923,2025_27,290,2025-06-30
C00018,VW000038990,2025_27,4800,2025-06-30
C00018,VW000035924,2025_27,13485,2025-06-30
C00018,V53342836,2025_27,441,2025-06-30
C00018,V53342296,2025_27,1280,2025-06-30
C00018,VW000027021,2025_27,441,2025-06-30
C00018,VW000037335,2025_27,329,2025-06-30
C00018,VW000026780,2025_27,587,2025-06-30
C00018,V53343106,2025_27,7938,2025-06-30
C00072,V53343086BRA,2025_27,700,2025-07-04
C00072,VW151616BRA,2025_27,1680,2025-07-04
C00072,VW000037335BRA,2025_27,1400,2025-07-04
C00072,VW447251BRA,2025_27,1400,2025-07-04
C00072,VW000058808BRA,2025_27,6160,2025-07-04
C00072,VW000035923BRA,2025_27,13440,2025-07-04
C00072,VW000038990BRA,2025_27,4000,2025-07-04
C00250,VW000038990POL,2025_27,2400,2025-06-30
C00250,VW241391POL,2025_27,4000,2025-06-30
C00250,VW284514POL,2025_27,1680,2025-06-30
C00250,VW347551POL,2025_27,5600,2025-06-30
C00250,VW000072687POL,2025_27,7000,2025-06-30
C00250,VW000095163POL,2025_27,13616,2025-06-30
C00250,VW256713POL,2025_27,2160,2025-06-30
C00250,VW000022745POL,2025_27,336,2025-06-30
C00250,VW000092467POL,2025_27,4896,2025-06-30
C00250,VW000068615POL,2025_27,1008,2025-06-30
C00250,VW000067337POL,2025_27,168,2025-06-30
C00250,VW000079619POL,2025_27,1600,2025-06-30
C00250,VW000037397POL,2025_27,21600,2025-06-30
C00250,VW000037091POL,2025_27,560,2025-06-30
C00250,VW000026834POL,2025_27,280,2025-06-30
C00250,VW000040372POL,2025_27,1960,2025-06-30
C00250,VW000079423POL,2025_27,6400,2025-06-30
C00250,VW000097898POL,2025_27,5336,2025-06-30
C00250,VW000095903POL,2025_27,552,2025-06-30
C00250,VW447832POL,2025_27,3312,2025-06-30
C00250,VW000074561POL,2025_27,2520,2025-06-30
C00250,VW000026833POL,2025_27,560,2025-06-30
C00250,VW000051919POL,2025_27,7840,2025-06-30
C00303,VW000040372SLP,2025_27,5712,2025-06-30
C00303,VW000092467SLP,2025_27,26240,2025-06-30
C00303,VW000052297SLP,2025_27,1680,2025-06-30
C00303,VW000085272SLP,2025_27,1176,2025-06-30
C00303,VW000037397SLP,2025_27,10400,2025-06-30
C00303,VW000026780SLP,2025_27,1176,2025-06-30
C00303,VW447832SLP,2025_27,3360,2025-06-30
C00303,VW000079423SLP,2025_27,3600,2025-06-30
C00303,VW000065106SLP,2025_27,2184,2025-06-30
C00303,VW347551SLP,2025_27,5280,2025-06-30
C00303,VW000095163SLP,2025_27,2560,2025-06-30
C00410,V420291,2025_27,24320,2025-07-01
C00410,V420290,2025_27,2432,2025-07-01
C00410,V420284,2025_27,57600,2025-07-01
C00424,V0TA.901.287,2025_27,42,2025-07-01
C00018,VW000038990,2025_28,2400,2025-07-07
C00018,V53342676,2025_28,441,2025-07-07
C00018,V53343106,2025_28,5733,2025-07-07
C00018,VW000026780,2025_28,6,2025-07-07
C00018,VW000037335,2025_28,381,2025-07-07
C00018,VW000027021,2025_28,441,2025-07-07
C00018,VW000035924,2025_28,9183,2025-07-07
C00018,V53342836,2025_28,1323,2025-07-07
C00018,V53342296,2025_28,1456,2025-07-07
C00018,VW000097898,2025_28,17040,2025-07-07
C00018,VW000035923,2025_28,242,2025-07-07
C00018,V53343086,2025_28,45,2025-07-07
C00018,VW000092467,2025_28,2738,2025-07-07
C00018,VW151616,2025_28,25600,2025-07-07
C00018,VW000065335,2025_28,1080,2025-07-07
C00018,VW000054852,2025_28,18400,2025-07-07
C00018,V53512215,2025_28,360,2025-07-07
C00018,VW000068615,2025_28,480,2025-07-07
C00018,VW000051918,2025_28,2233,2025-07-07
C00018,VW000095903,2025_28,4752,2025-07-07
C00018,VW000037397,2025_28,1547,2025-07-07
C00018,V53342636,2025_28,441,2025-07-07
C00018,VW000058808,2025_28,654,2025-07-07
C00072,VW000035923BRA,2025_28,12600,2025-07-11
C00072,VW000038990BRA,2025_28,3200,2025-07-11
C00072,VW000058808BRA,2025_28,6160,2025-07-11
C00072,VW447251BRA,2025_28,1400,2025-07-11
C00072,VW000037335BRA,2025_28,1400,2025-07-11
C00072,V53343086BRA,2025_28,560,2025-07-11
C00072,VW151616BRA,2025_28,1680,2025-07-11
C00125,V471.553D,2025_28,5600,2025-07-07
C00250,VW000066590POL,2025_28,280,2025-07-07
C00250,VW000026833POL,2025_28,840,2025-07-07
C00250,VW000074561POL,2025_28,560,2025-07-07
C00250,VW447832POL,2025_28,4232,2025-07-07
C00250,VW000051919POL,2025_28,7000,2025-07-07
C00250,VW262948POL,2025_28,280,2025-07-07
C00250,VW000037397POL,2025_28,27200,2025-07-07
C00250,VW000026780POL,2025_28,168,2025-07-07
C00250,VW000079619POL,2025_28,800,2025-07-07
C00250,VW000079423POL,2025_28,4800,2025-07-07
C00250,VW000097898POL,2025_28,4416,2025-07-07
C00250,VW000037091POL,2025_28,560,2025-07-07
C00250,VW000022745POL,2025_28,336,2025-07-07
C00250,VW256713POL,2025_28,2700,2025-07-07
C00250,VW000095163POL,2025_28,14168,2025-07-07
